sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00247,L0012,T02,247,NEGATIVE,EXPOSED,50.0,70.450842,101.125012,0.016604,90.891495,101.224921,106.125599,50.194724,2.344005,-0.883551,-0.727632,48.822825,2.995739,1.617743,0.250351,0.018394,0.069339,FAIL
S00389,L0019,T01,389,POSITIVE,UNEXPOSED,50.0,97.27471,97.27471,-0.048357,102.9451,103.244947,111.34763,39.699533,2.435024,-0.464876,0.025811,51.264851,2.434031,1.538345,0.535542,0.013256,0.088481,FAIL
S00249,L0012,T01,249,POSITIVE,UNEXPOSED,50.0,104.808402,104.808402,0.120234,87.80393,99.020214,106.275635,44.466283,2.366957,0.11206,0.691158,47.760848,4.577101,2.116671,0.087753,0.0,0.18549,FAIL
S00370,L0018,T01,370,NEGATIVE,EXPOSED,50.0,82.335912,105.558861,-0.013495,105.963305,98.743399,105.023028,59.370597,2.437547,0.319612,0.398828,51.211695,1.966375,1.757388,0.020034,0.042384,0.018344,PASS
S00486,L0024,T01,486,POSITIVE,UNEXPOSED,50.0,92.228589,92.228589,0.07377,87.894869,93.369966,113.515905,42.247273,2.363707,0.678112,-0.678871,53.190496,3.942859,1.72619,0.563629,0.0,0.288844,FAIL
S00418,L0020,T01,418,POSITIVE,UNEXPOSED,50.0,98.050524,98.050524,-0.040658,121.627312,98.866288,109.445203,45.229075,2.360269,0.841191,-0.621315,50.895057,3.19671,1.188266,0.451658,0.041063,0.114868,FAIL
S00111,L0005,T01,111,POSITIVE,UNEXPOSED,50.0,86.126705,86.126705,0.081427,100.385795,95.075143,113.387555,53.725326,2.302145,0.227151,0.015167,52.687123,2.702098,2.073372,0.499254,0.035531,0.135156,FAIL
S00754,L0037,T01,754,NEGATIVE,EXPOSED,50.0,79.943569,102.491755,0.001271,91.000026,96.747798,107.74441,52.138445,2.33648,-0.535792,-0.860062,49.398447,2.696985,1.74301,0.007441,0.035663,0.03171,PASS
S00452,L0022,T01,452,POSITIVE,UNEXPOSED,50.0,106.779921,106.779921,0.028921,93.163345,101.537581,111.966554,45.447525,2.376513,-0.406142,-0.605468,47.864008,2.315931,1.654179,0.067168,0.02454,0.025278,PASS
S00527,L0026,T02,527,NEGATIVE,EXPOSED,50.0,87.025252,111.570836,-0.073992,106.018452,100.981161,106.736961,58.651626,2.335483,-0.207752,0.340696,56.070189,2.606174,1.493158,0.011362,0.034361,0.025937,FAIL
S00638,L0031,T01,638,NEGATIVE,EXPOSED,50.0,80.576108,103.302702,0.020908,95.321418,96.972879,102.54027,44.622947,2.343675,-0.82499,0.241086,48.958793,3.26494,1.579376,0.017006,0.006342,0.044249,FAIL
S00092,L0004,T02,92,POSITIVE,UNEXPOSED,50.0,101.083202,101.083202,0.107858,102.53279,95.235236,109.375285,54.297064,2.494696,0.110614,-0.259494,49.509339,3.247423,1.31252,0.054167,0.042747,0.045683,FAIL
S00353,L0017,T01,353,POSITIVE,UNEXPOSED,50.0,93.373219,93.373219,-0.023168,92.483717,94.486741,111.066478,49.674708,2.485247,-0.696446,-0.404275,49.95106,2.327624,1.461398,0.240919,0.033425,0.037702,PASS
S00321,L0016,T03,321,POSITIVE,UNEXPOSED,50.0,110.416092,110.416092,-0.038452,98.544102,98.498852,109.307813,48.841194,2.407571,-0.728736,0.796492,48.612285,2.730765,1.460067,0.02246,0.034486,0.029122,PASS
S00165,L0008,T01,165,POSITIVE,UNEXPOSED,50.0,87.472049,87.472049,0.122101,89.546363,100.548314,111.570043,49.552616,2.368984,-0.152814,0.549046,52.836344,4.796852,1.703379,0.53073,0.01214,0.437966,FAIL
S00620,L0031,T01,620,POSITIVE,UNEXPOSED,50.0,99.767065,99.767065,0.020908,105.963534,94.801237,112.523522,40.94979,2.494461,-0.32227,-0.342864,49.791307,2.229077,1.497756,0.392475,0.006023,0.049853,FAIL
S00166,L0008,T02,166,POSITIVE,UNEXPOSED,50.0,113.02666,113.02666,-0.010799,95.764966,101.265309,104.402528,37.753244,2.336168,0.249162,0.74022,45.20606,1.992412,3.154645,0.041168,0.0,0.037829,FAIL
S00216,L0010,T03,216,POSITIVE,UNEXPOSED,50.0,100.365742,100.365742,-0.073179,109.046895,99.361574,110.783864,47.858095,2.375939,-0.789871,-0.505239,52.933621,3.297747,1.016429,0.152447,0.01216,0.049237,FAIL
S00397,L0019,T01,397,POSITIVE,UNEXPOSED,50.0,109.455537,109.455537,-0.012481,106.120082,99.546682,113.837105,55.15293,2.433295,0.268275,-0.376403,46.363206,1.694945,2.315557,0.004619,0.062746,0.019919,FAIL
S00772,L0038,T03,772,NEGATIVE,EXPOSED,50.0,81.192398,104.092818,-0.034958,96.458046,100.345014,104.628609,49.450053,2.323191,-0.308141,0.922736,53.806791,2.886115,1.35344,0.005628,0.007582,0.027985,FAIL
S00037,L0001,T01,37,POSITIVE,UNEXPOSED,50.0,104.01522,104.01522,0.039676,96.073766,98.957141,110.707731,61.617404,2.306495,0.003904,0.725895,46.795917,2.896262,1.09488,0.00113,0.096812,0.030155,FAIL
S00552,L0027,T01,552,POSITIVE,UNEXPOSED,50.0,92.836839,92.836839,0.083259,104.714372,94.134762,113.053258,47.659357,2.42144,0.034429,-0.178174,51.162918,2.753872,1.990548,0.479294,0.022106,0.124868,FAIL
S00723,L0036,T01,723,POSITIVE,UNEXPOSED,50.0,100.163291,100.163291,-0.101697,95.046373,99.346066,107.616605,56.288474,2.445705,-0.088841,0.621781,50.249964,3.691401,1.607493,0.039952,0.032766,0.071465,FAIL
S00224,L0011,T02,224,POSITIVE,UNEXPOSED,50.0,105.286982,105.286982,0.170483,109.404396,97.232523,112.427328,58.961135,2.337872,0.621632,-0.413642,49.231734,4.778329,1.725999,0.003834,0.088536,0.176965,FAIL
S00189,L0009,T01,189,POSITIVE,UNEXPOSED,50.0,111.122707,111.122707,-0.007733,102.806677,95.932503,108.390226,44.564892,2.301475,0.290729,0.99798,44.075536,2.547728,1.755921,0.017778,0.041169,0.029427,FAIL
S00652,L0032,T01,652,POSITIVE,UNEXPOSED,50.0,104.672797,104.672797,0.020921,101.658049,103.04855,111.989773,55.690997,2.347153,-0.883395,0.409234,47.768792,2.529089,1.799478,0.018601,0.06825,0.031742,PASS
S00409,L0020,T02,409,POSITIVE,UNEXPOSED,50.0,87.820091,87.820091,0.071928,99.90869,93.497263,108.508522,58.587673,2.321953,0.654692,0.263278,51.717613,2.94952,1.775272,0.247036,0.044837,0.07637,PASS
S00381,L0019,T01,381,NEGATIVE,EXPOSED,50.0,74.697436,95.765943,-0.014839,106.862908,96.663378,108.753201,54.588906,2.27959,0.577953,0.635314,45.289147,2.210489,1.943698,0.089244,0.041394,0.029925,FAIL
S00687,L0034,T03,687,POSITIVE,UNEXPOSED,50.0,93.818202,93.818202,-0.050992,94.443418,97.016051,111.696261,49.375282,2.3905,-0.189641,-0.187061,53.668396,2.778183,1.142917,0.274406,0.018474,0.048549,FAIL
S00408,L0020,T01,408,POSITIVE,UNEXPOSED,50.0,91.020735,91.020735,-0.061948,92.299443,101.14748,111.62176,47.732719,2.34683,-0.14936,0.008521,52.189723,2.992669,1.733379,0.453362,0.025419,0.124563,FAIL
S00155,L0007,T03,155,POSITIVE,UNEXPOSED,50.0,105.532838,105.532838,0.061225,78.773181,96.010263,107.643577,49.265139,2.399978,-0.881857,-0.64353,50.221419,4.178671,1.1685,0.047555,0.016796,0.08239,FAIL
S00687,L0034,T03,687,POSITIVE,UNEXPOSED,50.0,93.818202,93.818202,-0.050992,94.443418,97.016051,111.696261,49.375282,2.3905,-0.189641,-0.187061,53.668396,2.778183,1.142917,0.274406,0.018474,0.048549,FAIL
S00730,L0036,T01,730,POSITIVE,UNEXPOSED,50.0,97.45846,97.45846,-0.066875,96.89689,96.371747,107.696243,49.739206,2.345612,0.082225,-0.053443,50.747773,3.151396,1.645472,0.169374,0.024423,0.065314,PASS
S00288,L0014,T01,288,NEGATIVE,EXPOSED,50.0,71.480729,91.64196,0.030959,96.34513,95.72218,105.429518,51.744361,2.450775,0.400706,0.263924,47.504047,2.558101,1.754749,0.209902,0.003131,0.045436,PASS
S00732,L0036,T01,732,POSITIVE,UNEXPOSED,50.0,99.39153,99.39153,-0.002067,117.764616,99.272855,109.397646,58.263334,2.403571,0.617012,-0.665015,48.958072,2.206354,1.096404,0.038379,0.107688,0.019362,PASS
S00751,L0037,T02,751,POSITIVE,UNEXPOSED,50.0,85.556619,85.556619,0.060001,103.558981,96.333259,112.611192,55.995331,2.420102,0.205769,0.018052,51.328298,2.90459,1.824799,0.475843,0.026503,0.129111,FAIL
S00501,L0025,T01,501,NEGATIVE,EXPOSED,50.0,71.539357,91.717124,0.063741,104.536157,98.492142,104.936057,54.140748,2.39487,0.434556,-0.864427,45.639934,3.349546,1.562379,0.232977,0.055172,0.092515,FAIL
S00767,L0038,T03,767,POSITIVE,UNEXPOSED,50.0,87.18649,87.18649,0.068384,88.549434,97.914701,108.177329,50.232422,2.4575,-0.536157,0.868335,55.561654,3.486955,1.757029,0.526778,0.013736,0.207443,FAIL
S00481,L0024,T02,481,NEGATIVE,EXPOSED,50.0,82.962688,106.36242,0.026337,100.124535,101.23376,108.543562,56.724167,2.356163,-0.1777,0.069186,54.041301,2.460582,2.189951,0.029821,0.025613,0.03434,FAIL
S00710,L0035,T02,710,POSITIVE,UNEXPOSED,50.0,100.686213,100.686213,-0.039603,117.389453,104.006807,111.628043,50.905751,2.361083,0.936177,0.423878,51.97633,3.026558,1.640593,0.162267,0.03468,0.059298,PASS
S00591,L0029,T01,591,POSITIVE,UNEXPOSED,50.0,97.002463,97.002463,0.064675,105.815429,98.649246,111.985241,39.26755,2.397072,0.834652,-0.729624,52.436036,2.88508,1.640869,0.582261,0.001988,0.143085,FAIL
S00268,L0013,T01,268,POSITIVE,UNEXPOSED,50.0,102.955491,102.955491,-0.069296,93.750641,103.392812,111.49718,54.82111,2.317248,-0.075124,-0.877435,48.084064,3.585793,1.447573,0.0,0.033288,0.054542,FAIL
S00212,L0010,T02,212,NEGATIVE,EXPOSED,50.0,78.213836,100.274149,-0.009759,80.859629,102.144941,103.893285,55.434834,2.357768,0.106457,-0.370771,48.755884,2.347729,1.195788,0.017771,0.011057,0.017135,PASS
S00703,L0035,T03,703,POSITIVE,UNEXPOSED,50.0,109.090269,109.090269,-0.031678,110.794353,101.769291,110.187823,45.743767,2.411128,-0.073742,0.321094,49.9273,2.169476,1.399682,0.073444,0.024657,0.019863,PASS
S00277,L0013,T01,277,POSITIVE,UNEXPOSED,50.0,99.926268,99.926268,-0.096735,81.609166,97.036645,106.043831,53.272053,2.479365,0.971,-0.372633,49.681398,4.174032,2.138619,0.036017,0.017568,0.128861,FAIL
S00143,L0007,T01,143,POSITIVE,UNEXPOSED,50.0,97.346787,97.346787,-0.09075,106.948311,95.903258,106.493229,40.280068,2.307623,0.34584,-0.798801,52.481996,3.870808,1.889065,0.545574,0.036547,0.303254,FAIL
S00462,L0023,T03,462,POSITIVE,UNEXPOSED,50.0,105.837047,105.837047,-0.009145,93.950472,97.745954,111.149071,49.328092,2.285298,-0.782301,-0.554341,49.642391,2.599377,1.212402,0.036327,0.025131,0.023222,PASS
S00348,L0017,T01,348,POSITIVE,UNEXPOSED,50.0,109.641353,109.641353,-0.00243,109.489055,99.351129,111.684048,42.339581,2.510131,-0.446338,0.653635,45.083578,1.400879,1.806164,0.074436,0.042691,0.013644,FAIL
S00716,L0035,T01,716,POSITIVE,UNEXPOSED,50.0,86.346606,86.346606,-0.067948,86.075098,100.595423,114.755653,43.271366,2.338675,-0.415432,-0.19437,55.155365,3.333528,2.32544,0.777876,0.004286,0.382549,FAIL
S00511,L0025,T01,511,NEGATIVE,EXPOSED,50.0,75.961577,97.386637,-0.065642,104.461757,94.314854,104.472852,4.772953,2.357888,-0.535184,0.241026,47.930891,2.68537,1.56453,0.102099,0.019687,0.035508,PASS
S00334,L0016,T01,334,POSITIVE,UNEXPOSED,50.0,108.317989,108.317989,-0.02114,87.449112,100.203098,109.101534,54.272458,2.430544,-0.124878,0.925276,46.708498,3.029999,1.809492,0.0,0.035971,0.042316,FAIL
S00587,L0029,T01,587,POSITIVE,UNEXPOSED,50.0,83.271377,83.271377,0.105319,85.467006,98.869078,110.118831,44.215529,2.327538,0.922593,0.81837,56.961888,5.040859,2.023173,0.823181,0.020235,0.725711,FAIL
S00139,L0006,T02,139,POSITIVE,UNEXPOSED,50.0,105.315189,105.315189,-0.06363,108.93742,102.654945,108.514164,39.382838,2.324801,0.841622,-0.706285,50.367519,3.405503,1.3556,0.234081,0.004348,0.077741,FAIL
S00056,L0002,T01,56,NEGATIVE,EXPOSED,50.0,73.460899,94.18064,0.062251,91.653791,98.405113,101.452991,47.302691,2.408035,0.775964,-0.60848,47.240896,3.641997,1.914438,0.198903,0.0,0.111607,FAIL
S00416,L0020,T03,416,POSITIVE,UNEXPOSED,50.0,105.11507,105.11507,0.01334,103.438316,100.063009,107.788298,43.303447,2.345886,0.667522,-0.507536,50.880163,2.617929,1.753512,0.142247,0.0,0.039467,PASS
S00029,L0001,T02,29,NEGATIVE,EXPOSED,50.0,84.22456,107.980205,-0.101296,84.98468,100.50856,103.764085,52.826319,2.27344,-0.96496,0.186694,54.006231,4.782507,1.781301,0.018024,0.0,0.156476,FAIL
S00671,L0033,T03,671,NEGATIVE,EXPOSED,50.0,80.855369,103.66073,-0.001804,90.43678,91.784911,102.290021,52.382902,2.374757,-0.37767,-0.72795,51.185298,2.589473,1.494889,0.015652,0.022503,0.025168,PASS
S00263,L0013,T03,263,POSITIVE,UNEXPOSED,50.0,107.88673,107.88673,0.034138,102.371308,99.046983,105.166174,46.999065,2.379761,-0.624617,-0.338565,50.164143,2.482874,2.2412,0.034406,0.007686,0.034846,PASS
S00532,L0026,T03,532,POSITIVE,UNEXPOSED,50.0,94.770667,94.770667,-0.006577,78.495175,96.015106,110.334813,47.407371,2.327723,-0.570585,-0.278599,53.718231,2.304579,1.384685,0.202089,0.004158,0.029792,FAIL
S00758,L0037,T01,758,POSITIVE,UNEXPOSED,50.0,98.620069,98.620069,0.08125,76.617911,99.277834,109.579243,46.366122,2.404175,0.667249,-0.656523,50.595931,3.779772,1.136206,0.106923,0.003909,0.067037,FAIL
S00728,L0036,T02,728,NEGATIVE,EXPOSED,50.0,81.472851,104.452373,0.016984,112.870291,98.757505,107.165981,44.461218,2.417857,0.184378,-0.727522,52.22415,2.02596,1.636701,0.04722,0.007763,0.017878,PASS
S00601,L0030,T01,601,POSITIVE,UNEXPOSED,50.0,106.328286,106.328286,-0.020761,118.555002,97.789002,106.780408,41.28661,2.468276,-0.778266,-0.470697,48.777039,2.498343,1.953315,0.224284,0.026753,0.05279,PASS
S00430,L0021,T02,430,NEGATIVE,EXPOSED,50.0,69.4856,89.084103,0.04137,96.239147,100.495215,107.252082,64.087539,2.437784,0.853483,-0.965419,45.565866,3.475302,2.051361,0.304566,0.06541,0.156906,FAIL
S00153,L0007,T01,153,POSITIVE,UNEXPOSED,50.0,105.475114,105.475114,0.036344,108.428805,94.277938,107.108265,54.943956,2.351097,-0.962463,-0.504407,46.645548,3.251911,1.90003,0.0,0.079916,0.058908,FAIL
S00610,L0030,T01,610,POSITIVE,UNEXPOSED,50.0,103.704949,103.704949,-0.036859,104.828095,103.317828,106.033908,47.12066,2.385266,0.868764,-0.554029,47.955191,2.981773,2.082224,0.08204,0.031641,0.057788,PASS
S00664,L0033,T01,664,POSITIVE,UNEXPOSED,50.0,89.577443,89.577443,-0.024404,109.604888,99.63331,110.799767,39.616986,2.360225,0.374842,0.030988,53.403204,2.157119,1.520016,0.894366,0.001888,0.167773,FAIL
S00060,L0003,T01,60,POSITIVE,UNEXPOSED,50.0,108.777836,108.777836,0.011964,97.023567,93.822731,109.359941,52.741549,2.390322,0.130664,0.741695,46.53503,2.428583,1.499523,0.024035,0.047452,0.024009,FAIL
S00293,L0014,T01,293,POSITIVE,UNEXPOSED,50.0,100.118896,100.118896,-0.016696,103.542119,100.800365,110.31822,50.643996,2.303957,0.019108,0.568095,49.007882,1.629295,1.06508,0.116238,0.036961,0.012231,PASS
S00712,L0035,T02,712,POSITIVE,UNEXPOSED,50.0,101.938279,101.938279,-0.160181,100.144413,97.591279,112.408989,46.459895,2.277827,0.73234,0.636328,51.623683,4.787017,1.63276,0.11733,0.003387,0.186029,FAIL
S00320,L0016,T01,320,POSITIVE,UNEXPOSED,50.0,98.106313,98.106313,0.011801,89.246087,94.855924,104.479611,58.064845,2.479373,-0.493023,-0.277519,48.008504,4.802822,2.496361,0.014507,0.057749,0.242392,FAIL
S00491,L0024,T01,491,NEGATIVE,EXPOSED,50.0,74.145751,95.058656,-0.03176,104.472595,99.625175,107.280323,58.337668,2.406282,-0.68134,0.738668,47.590814,2.224735,1.422165,0.148944,0.045757,0.027243,PASS
S00231,L0011,T01,231,POSITIVE,UNEXPOSED,50.0,92.343308,92.343308,-0.187316,111.168304,97.408806,110.181933,42.212097,2.445212,-0.860775,0.379403,54.21425,5.073887,1.567444,0.736615,0.030965,0.63061,FAIL
S00541,L0027,T01,541,NEGATIVE,EXPOSED,50.0,64.897671,83.202143,0.020756,99.200036,95.227539,105.253637,47.923913,2.392699,0.378396,-0.127314,45.95733,2.316094,2.328599,0.474074,0.030727,0.106561,FAIL
S00459,L0022,T02,459,POSITIVE,UNEXPOSED,50.0,106.121478,106.121478,0.022343,117.152972,96.021079,109.05458,59.299009,2.425721,0.789255,-0.332246,48.903923,2.8379,1.387808,0.01422,0.104302,0.035437,PASS
S00302,L0015,T01,302,NEGATIVE,EXPOSED,50.0,70.771627,90.732855,-0.00618,100.503099,97.090902,106.082274,56.309635,2.345777,-0.089222,0.631875,46.415077,1.655559,1.529771,0.250957,0.03436,0.023139,FAIL
S00614,L0030,T01,614,POSITIVE,UNEXPOSED,50.0,100.310532,100.310532,-0.001558,76.770158,95.738573,106.754043,51.011432,2.36467,0.78047,0.811333,49.660595,3.268455,1.543713,0.05278,0.023636,0.049931,FAIL
S00725,L0036,T02,725,POSITIVE,UNEXPOSED,50.0,108.442396,108.442396,0.07103,100.032938,99.867534,113.348572,46.432974,2.393524,-0.117654,-0.945242,49.814813,3.113708,1.706033,0.037907,0.011849,0.044819,PASS
S00718,L0035,T01,718,NEGATIVE,EXPOSED,50.0,86.395995,110.764097,-0.000185,103.074637,101.637683,102.756448,57.327686,2.335036,0.787688,-0.337618,54.450916,2.238326,1.968938,0.0,0.022215,0.023226,FAIL
S00125,L0006,T02,125,POSITIVE,UNEXPOSED,50.0,105.082767,105.082767,0.038454,106.665521,99.456977,111.679645,41.659214,2.440489,0.441355,0.092365,50.247506,2.059821,1.499908,0.178646,0.009309,0.024585,PASS
S00460,L0023,T01,460,POSITIVE,UNEXPOSED,50.0,90.804022,90.804022,0.128845,90.418169,97.260404,107.805492,45.124411,2.366252,0.770492,0.628529,54.288848,4.674017,1.915206,0.533263,0.001261,0.435994,FAIL
S00526,L0026,T03,526,POSITIVE,UNEXPOSED,50.0,105.682381,105.682381,0.136576,98.437491,97.140371,111.819749,41.93156,2.387271,-0.718459,-0.720063,50.170466,5.056868,1.830383,0.111561,0.016903,0.245951,FAIL
S00118,L0005,T02,118,POSITIVE,UNEXPOSED,50.0,100.019419,100.019419,-0.046285,100.274287,97.503807,114.370144,49.017331,2.391143,-0.022836,-0.037481,49.380617,2.277621,1.791271,0.15192,0.03577,0.034091,PASS
S00022,L0001,T03,22,POSITIVE,UNEXPOSED,50.0,99.271055,104.01522,-0.062617,96.679736,95.392464,110.04716,48.605587,2.408481,0.341436,-0.62877,51.916843,2.897702,1.105858,0.133889,0.02817,0.036848,PASS
S00281,L0014,T03,281,POSITIVE,UNEXPOSED,50.0,111.990532,111.990532,-0.011636,97.289656,96.478571,111.459621,47.205583,2.34656,0.852765,0.311818,48.334268,2.626226,1.533372,0.008256,0.012229,0.025316,PASS
S00360,L0018,T02,360,POSITIVE,UNEXPOSED,50.0,88.611582,88.611582,-0.052858,110.188621,100.280249,110.869639,52.713677,2.412244,0.993431,-0.858884,55.78111,3.771952,1.562275,0.51441,0.043225,0.237547,FAIL
S00241,L0012,T01,241,POSITIVE,UNEXPOSED,50.0,100.861988,100.861988,0.148124,77.720016,101.387097,111.481205,50.194724,2.363345,0.166905,0.949835,47.898785,5.209414,1.205453,0.001615,0.029707,0.16656,FAIL
S00435,L0021,T03,435,POSITIVE,UNEXPOSED,50.0,104.060339,104.060339,-0.174088,112.403256,99.820028,110.806294,35.771163,2.339837,0.244562,-0.66192,51.746409,4.737438,1.548484,0.443886,0.001254,0.341752,FAIL
S00336,L0016,T01,336,POSITIVE,UNEXPOSED,50.0,98.498357,98.498357,0.167378,96.289973,98.989822,110.768266,47.453293,2.357436,0.091311,-0.369837,51.098362,4.787532,1.229054,0.182894,0.029631,0.190242,FAIL
S00670,L0033,T02,670,POSITIVE,UNEXPOSED,50.0,94.788277,94.788277,0.058551,98.294311,97.491822,111.521501,38.311477,2.311985,-0.766297,-0.652273,55.700449,3.63438,1.455413,0.681051,0.0,0.272226,FAIL
S00721,L0036,T01,721,NEGATIVE,EXPOSED,50.0,75.464402,96.749233,0.016524,97.084563,99.983216,102.888206,76.337237,2.40117,0.008473,-0.65136,45.847262,1.925527,1.471749,0.110472,0.219044,0.029976,FAIL
S00771,L0038,T01,771,POSITIVE,UNEXPOSED,50.0,100.691221,100.691221,0.077265,91.441856,98.045302,109.817382,48.975527,2.369244,-0.65165,0.163695,48.660803,3.326242,0.869057,0.084501,0.033857,0.040955,FAIL
S00172,L0008,T01,172,NEGATIVE,EXPOSED,50.0,82.153545,105.325057,0.010627,105.69982,95.93423,103.995656,57.480081,2.422463,-0.044079,0.429203,51.938381,2.229489,1.713446,0.000412,0.043347,0.021186,PASS
S00304,L0015,T01,304,POSITIVE,UNEXPOSED,50.0,91.931312,91.931312,-0.030943,96.976574,97.021615,112.540778,45.46816,2.366162,-0.557712,0.376415,52.326354,2.203674,1.960046,0.536415,0.007584,0.090468,FAIL
S00183,L0009,T01,183,POSITIVE,UNEXPOSED,50.0,90.99183,90.99183,-0.022738,103.221719,100.743441,114.264727,54.134934,2.398149,0.644169,-0.097767,51.041195,2.022689,2.149877,0.31415,0.061681,0.054968,FAIL
S00318,L0015,T01,318,POSITIVE,UNEXPOSED,50.0,97.981403,97.981403,-0.023878,114.11149,99.193327,112.250206,51.81377,2.433772,-0.817733,0.102772,50.28351,2.922457,1.480564,0.178536,0.043595,0.053519,PASS
S00654,L0032,T02,654,POSITIVE,UNEXPOSED,50.0,91.965468,91.965468,-0.081127,79.834061,96.416277,113.259321,52.080999,2.364412,-0.763046,0.849467,53.399166,4.280874,1.795661,0.182443,0.018745,0.16855,FAIL
S00339,L0016,T01,339,POSITIVE,UNEXPOSED,50.0,95.786033,95.786033,-0.08317,93.891973,96.66822,114.109716,55.558226,2.451591,-0.398836,0.825901,50.002348,3.577304,2.161365,0.092273,0.039212,0.100277,FAIL
S00043,L0002,T02,43,POSITIVE,UNEXPOSED,50.0,99.29301,99.29301,0.008436,113.664275,97.131039,110.454061,46.759845,2.396386,0.434131,-0.118497,51.044003,2.193477,1.072163,0.245076,0.042636,0.028386,PASS
S00562,L0028,T03,562,POSITIVE,UNEXPOSED,50.0,110.278034,110.278034,-0.036678,92.941211,95.176184,111.034478,49.510957,2.424522,-0.294657,0.997103,48.642147,2.964359,1.477997,0.016958,0.020651,0.033951,PASS
S00333,L0016,T01,333,POSITIVE,UNEXPOSED,50.0,99.920118,99.920118,0.003717,106.561921,95.33348,108.527931,49.879351,2.412975,-0.313049,0.032556,49.448185,1.410373,1.294285,0.09339,0.034066,0.010743,PASS
S00607,L0030,T01,607,NEGATIVE,EXPOSED,50.0,82.995047,106.403907,0.118742,80.079163,97.910738,105.423353,47.900512,2.36508,-0.766267,-0.549187,51.467316,4.979684,1.347622,0.0,0.018818,0.146912,FAIL
S00039,L0001,T01,39,POSITIVE,UNEXPOSED,50.0,107.848056,107.848056,0.006066,101.475733,102.36371,111.350316,42.990758,2.376349,0.027485,0.351894,46.557792,1.704373,1.763963,0.06736,0.025236,0.016152,FAIL
S00005,L0000,T02,5,NEGATIVE,EXPOSED,50.0,73.948274,94.80548,0.041639,109.44752,98.488882,108.113461,48.663027,2.391389,-0.576884,0.074695,49.03094,2.810312,1.764431,0.108049,0.055089,0.048313,PASS
S00326,L0016,T03,326,POSITIVE,UNEXPOSED,50.0,104.256262,104.256262,0.032667,116.920833,101.838813,113.583539,55.384205,2.412398,-0.905769,0.661,51.843748,2.999453,1.88714,0.047652,0.068332,0.052736,PASS
S00156,L0007,T02,156,POSITIVE,UNEXPOSED,50.0,110.992076,110.992076,0.056787,97.144237,97.284785,110.82524,40.717136,2.397301,-0.733401,0.490476,46.536416,3.167689,1.676424,0.069944,0.023584,0.051631,FAIL
S00283,L0014,T02,283,POSITIVE,UNEXPOSED,50.0,95.065001,95.065001,-0.042818,109.415233,99.391662,111.977491,45.076976,2.375338,0.380237,0.247151,53.165928,2.412487,1.927735,0.493577,0.025539,0.09768,FAIL
S00087,L0004,T01,87,POSITIVE,UNEXPOSED,50.0,98.886541,98.886541,0.043188,114.057818,99.502154,106.623855,47.703685,2.473464,-0.082678,-0.687547,49.551363,2.562146,1.731928,0.24926,0.042257,0.054886,PASS
S00100,L0005,T01,100,NEGATIVE,EXPOSED,50.0,82.474538,105.736587,-0.158296,106.960031,99.27005,110.163495,47.169756,2.402327,0.437589,0.891968,52.127208,4.53449,2.714238,0.0,0.002772,0.193735,FAIL
S00001,L0000,T01,1,POSITIVE,UNEXPOSED,50.0,94.357613,94.357613,0.054776,109.793721,101.786868,109.060764,48.663027,2.485926,-0.914336,-0.439816,51.902045,3.013673,1.453345,0.405082,0.024233,0.097596,FAIL
S00649,L0032,T02,649,NEGATIVE,EXPOSED,50.0,82.475658,105.738023,-0.076624,108.952938,100.6268,104.601779,48.892112,2.278024,0.938361,-0.518418,54.876274,3.562932,1.602586,0.041041,0.0,0.059795,FAIL
S00378,L0018,T02,378,NEGATIVE,EXPOSED,50.0,77.672733,99.580427,-0.082955,90.815849,95.812127,101.722837,45.568891,2.470034,-0.399569,-0.181951,50.333476,3.045067,1.668709,0.064065,0.012849,0.044685,PASS
S00252,L0012,T01,252,NEGATIVE,EXPOSED,50.0,87.393075,112.042403,0.058138,81.527386,99.547825,103.541942,57.29909,2.344277,0.690882,-0.598872,54.233417,3.453983,1.732872,0.0,0.053008,0.059608,FAIL
S00099,L0004,T03,99,NEGATIVE,EXPOSED,50.0,75.279329,96.51196,0.047907,107.531803,94.871882,103.698967,53.958741,2.371318,0.859904,0.166119,51.800488,3.204114,1.465425,0.144786,0.027563,0.058623,FAIL
S00755,L0037,T01,755,NEGATIVE,EXPOSED,50.0,80.243,102.875641,-0.020058,104.258636,97.552286,104.713583,58.630825,2.287816,0.959005,0.303783,50.423022,2.8238,1.482138,0.053542,0.049007,0.035841,PASS
S00330,L0016,T01,330,POSITIVE,UNEXPOSED,50.0,101.641558,101.641558,0.065596,84.549476,96.583204,113.395016,49.440637,2.3364,0.247816,0.584065,48.415289,3.822366,1.446978,0.071691,0.005924,0.074495,FAIL
S00340,L0017,T01,340,NEGATIVE,EXPOSED,50.0,80.640287,103.384983,0.035339,111.013858,100.183108,104.998754,54.217427,2.351023,-0.073455,-0.865816,49.244355,2.92155,1.527768,0.033981,0.044647,0.03734,PASS
